"YR_MTH","VEHICLE_CLASS_CODE","CODE","NO_VALID_LEARNER","NO_VALID_FULL_LIC","NO_EXP_LEARNER","NO_EXP_NOVER_3YR","NO_EXP_OVER_3YR"
"201905","7","16",693,30267,4721,954,3841
"201905","32","17",239,24605,1394,2020,2474
"201905","28","18",5392,187194,122195,14322,51142
"201905","29","19",7294,96935,216751,9956,46870
"201905","33","20",1370,43806,55709,2516,3335
"201905","6","21",0,14876,0,607,505
"201905","34","22",7314,298200,72052,24446,50873
"201906","6","21",0,14963,0,618,507
"201906","33","20",1399,43758,55777,2570,3345
"201906","34","22",7363,298717,72184,24683,51212
"201906","1","1",54135,2295693,407357,181850,742373
"201906","27","2",45788,1437829,560478,119024,625218
"201906","2","3",7394,298709,82060,24696,77237
"201906","10","4",4000,182758,59994,16173,61691
"201906","9","5",5237,173070,63953,15393,57661
"201906","3","6",0,208757,0,22185,64588
"201906","4","9",6155,137737,177949,8901,16444
"201906","30","10",6158,137675,178072,9002,20926
"201906","31","15",1,0,0,0,4
"201906","7","16",758,30232,4730,962,3841
"201906","32","17",268,24648,1402,2048,2489
"201906","28","18",5339,187038,122436,14565,51263
"201906","29","19",7289,96711,217106,10124,46971
"201907","1","1",53887,2299598,408093,185132,744040
"201907","34","22",7404,299418,72346,24993,51510
"201907","33","20",1405,43730,55848,2629,3360
"201907","29","19",7301,96543,217414,10256,47086
"201907","28","18",5315,186857,122640,14828,51399
"201907","32","17",301,24674,1404,2093,2500
"201907","7","16",776,30208,4737,982,3841
"201907","31","15",1,0,0,0,4
"201907","30","10",6196,137615,178286,9176,20999
"201907","4","9",6193,137674,178164,9081,16514
"201907","3","6",0,208528,0,22559,64788
"201907","9","5",5266,172787,64183,15647,57815
"201907","10","4",4050,182532,60146,16438,61850
"201907","2","3",7433,299410,82223,25006,77535
"201907","27","2",45626,1437864,561850,121266,626230
"201907","6","21",0,15009,0,640,513
"201908","34","22",7340,299918,72481,25310,51905
"201908","6","21",0,15090,0,657,515
"201908","33","20",1398,43710,55923,2667,3378
"201908","29","19",7301,96334,217769,10397,47231
"201908","28","18",5301,186670,122860,15075,51561
"201908","32","17",310,24711,1407,2136,2520
"201908","7","16",735,30162,4761,1008,3842
"201908","31","15",1,0,0,0,4
"201908","30","10",6178,137616,178531,9351,21086
"201908","4","9",6173,137684,178413,9251,16597
"201908","3","6",0,208136,0,23032,65024
"201908","9","5",5290,172426,64454,15898,58012
"201908","10","4",4043,182327,60298,16708,62051
"201908","2","3",7371,299908,82356,25323,77929
"201908","1","1",53633,2302893,408605,188257,745993
"201908","27","2",45761,1437646,563102,123445,627463
"201909","1","1",54027,2305828,408647,191203,747937
"201909","34","22",7545,300503,72509,25525,52332
"201909","2","3",7571,300494,82387,25538,78356
"201909","10","4",4056,182142,60390,16950,62247
"201909","9","5",5350,172115,64624,16134,58201
"201909","3","6",0,207915,0,23382,65260
"201909","4","9",6172,137650,178618,9425,16697
"201909","30","10",6175,137578,178738,9525,21190
"201909","31","15",1,0,0,0,4
"201909","7","16",743,30115,4749,1022,3842
"201909","32","17",323,24732,1416,2185,2539
"201909","28","18",5282,186440,123059,15366,51725
"201909","29","19",7297,96098,218072,10575,47384
"201909","33","20",1402,43633,55975,2767,3390
"201909","6","21",0,15138,0,662,521
"201909","27","2",46446,1437483,563762,125394,628626
"201910","1","1",54642,2307960,409069,194058,749854
"201910","34","22",7463,300972,72659,25833,52695
"201910","2","3",7486,300964,82538,25845,78720
"201910","10","4",3966,182010,60547,17165,62476
"201910","9","5",5329,171810,64883,16341,58421
"201910","3","6",0,207571,0,23742,65524
"201910","4","9",6064,137687,178882,9581,16804
"201910","30","10",6067,137615,178999,9677,21301
"201910","31","15",1,0,0,0,4
"201910","7","16",739,30096,4751,1033,3843
"201910","32","17",331,24766,1424,2234,2551
"201910","28","18",5213,186236,123292,15601,51930
"201910","29","19",7238,95894,218446,10679,47570
"201910","33","20",1401,43576,56056,2838,3412
"201910","6","21",0,15166,0,677,524
"201910","27","2",47017,1437064,564953,127199,629843
"201911","6","21",0,15197,0,688,530
"201911","34","22",7273,301518,72776,26020,53106
"201911","33","20",1387,43523,56163,2890,3436
"201911","29","19",7087,95714,218830,10749,47747
"201911","28","18",5044,186094,123542,15784,52120
"201911","32","17",309,24803,1434,2274,2560
"201911","7","16",696,30018,4780,1047,3842
"201911","31","15",1,0,0,0,4
"201911","30","10",5894,137568,179303,9863,21394
"201911","4","9",5891,137645,179182,9767,16892
"201911","3","6",0,207213,0,24111,65780
"201911","9","5",5237,171529,65179,16537,58617
"201911","10","4",3832,181847,60755,17359,62688
"201911","2","3",7292,301510,82659,26032,79127
"201911","27","2",46825,1436709,566005,129050,631024
"201911","1","1",54106,2310151,409544,196889,751831
"201912","34","22",7166,301938,72851,26245,53527
"201912","1","1",54321,2312659,409613,199780,753723
"201912","33","20",1367,43474,56228,2953,3450
"201912","29","19",7027,95517,219119,10886,47878
"201912","28","18",4979,185841,123735,16059,52268
"201912","32","17",304,24830,1441,2311,2580
"201912","7","16",661,29977,4791,1068,3844
"201912","31","15",1,0,0,0,4
"201912","30","10",5780,137572,179513,10028,21484
"201912","4","9",5777,137645,179392,9940,16978
"201912","3","6",0,206866,0,24546,65992
"201912","9","5",5157,171267,65413,16760,58796
"201912","10","4",3717,181679,60899,17603,62875
"201912","2","3",7187,301928,82732,26257,79548
"201912","27","2",47404,1436385,566711,131166,632142
"201912","6","21",0,15224,0,712,532
"202001","9","5",4977,170945,65743,17002,58973
"202001","29","19",6773,95342,219535,11013,48010
"202001","4","9",5609,137578,179673,10108,17068
"202001","28","18",4793,185605,123996,16320,52414
"202001","32","17",281,24846,1451,2354,2595
"202001","7","16",656,29972,4805,1104,3844
"202001","31","15",1,0,0,0,4
"202001","30","10",5613,137504,179796,10194,21577
"202001","1","1",53893,2313491,410499,202948,755839
"202001","34","22",7116,302270,73029,26379,53974
"202001","6","21",0,15245,0,743,535
"202001","33","20",1348,43422,56293,3023,3464
"202001","27","2",47078,1435183,568200,133570,633334
"202001","2","3",7136,302260,82912,26391,79995
"202001","10","4",3606,181420,61074,17868,63056
"202001","3","6",0,206483,0,24971,66199
"202002","31","15",1,0,0,0,4
"202002","30","10",5443,137146,180101,10545,21646
"202002","4","9",5440,137221,179977,10463,17132
"202002","3","6",0,205241,0,26016,66403
"202002","9","5",4704,170322,66063,17541,59124
"202002","10","4",3468,180763,61280,18422,63220
"202002","2","3",6927,301514,83119,27029,80285
"202002","27","2",46507,1430271,570311,138417,634375
"202002","1","1",53754,2306805,412196,209671,757534
"202002","34","22",6908,301524,73235,27017,54264
"202002","6","21",0,15268,0,769,542
"202002","33","20",1298,43288,56385,3153,3478
"202002","7","16",664,29945,4832,1144,3845
"202002","32","17",303,24768,1458,2428,2608
"202002","28","18",4669,185016,124232,16848,52564
"202002","29","19",6559,94993,219918,11262,48142
"202003","34","22",6672,300663,73442,27682,54716
"202003","6","21",0,15324,0,790,544
"202003","33","20",1221,43174,56497,3265,3492
"202003","28","18",4400,184502,124613,17324,52698
"202003","32","17",285,24732,1464,2514,2615
"202003","7","16",686,29934,4862,1190,3847
"202003","31","15",0,0,1,0,4
"202003","30","10",5098,136913,180545,10846,21724
"202003","4","9",5095,136987,180421,10771,17204
"202003","3","6",0,204171,0,26896,66602
"202003","9","5",4326,169759,66484,18020,59295
"202003","10","4",3226,180223,61564,18929,63397
"202003","2","3",6692,300653,83323,27694,80738
"202003","27","2",46554,1425632,572497,143472,635512
"202003","1","1",54642,2300416,413657,216893,759663
"202003","29","19",6159,94643,220491,11531,48261
"202004","10","4",2992,179920,61827,19071,63582
"202004","9","5",3916,169537,66839,18151,59468
"202004","27","2",47663,1423244,574524,146172,636615
"202004","1","1",56528,2297269,415168,220919,761617
"202004","34","22",6677,300131,73619,28053,55135
"202004","3","6",0,203681,0,27174,66807
"202004","4","9",4717,136845,180862,10863,17276
"202004","30","10",4718,136763,180989,10943,21799
"202004","31","15",0,0,1,0,4
"202004","7","16",688,29986,4887,1190,3848
"202004","32","17",288,24687,1473,2547,2628
"202004","28","18",4133,184282,124943,17433,52840
"202004","29","19",5710,94462,221019,11590,48391
"202004","33","20",1117,43114,56607,3308,3511
"202004","6","21",0,15370,0,789,551
"202004","2","3",6696,300121,83501,28064,81158
"202005","1","1",57668,2295968,416457,223754,763794
"202005","27","2",47681,1422168,576192,148013,637790
"202005","2","3",6554,299769,83638,28214,81651
"202005","10","4",2915,179849,62044,19076,63759
"202005","9","5",3703,169478,67120,18156,59638
"202005","3","6",0,203349,0,27274,67048
"202005","4","9",4537,136869,181186,10859,17366
"202005","30","10",4537,136790,181307,10934,21891
"202005","31","15",0,0,1,0,4
"202005","7","16",708,30047,4898,1166,3853
"202005","32","17",284,24754,1482,2543,2647
"202005","28","18",4026,184076,125199,17516,52986
"202005","29","19",5461,94285,221436,11652,48515
"202005","33","20",1024,43076,56712,3336,3526
"202005","6","21",0,15412,0,796,554
"202005","34","22",6536,299778,73755,28204,55628
"202006","34","22",7103,299410,73520,28110,56309
"202006","31","15",0,0,1,0,4
"202006","33","20",1079,43087,56755,3281,3598
"202006","29","19",5791,94233,221557,11490,48806
"202006","28","18",4280,184143,125292,17216,53408
"202006","32","17",259,24827,1502,2525,2690
"202006","7","16",734,30175,4925,1073,3907
"202006","6","21",0,15463,0,783,570
"202006","30","10",4783,136940,181437,10771,22118
"202006","4","9",4783,137017,181333,10701,17590
"202006","3","6",0,203474,0,26997,67704
"202006","9","5",3817,169451,67279,17866,60073
"202006","10","4",3030,179893,62154,18794,64214
"202006","2","3",7119,299401,83402,28120,82332
"202006","27","2",49058,1421511,575603,147695,640977
"202006","1","1",59400,2295520,415590,223664,768519
"202007","29","19",6402,94090,221686,11336,49168
"202007","31","15",0,0,1,0,4
"202007","32","17",243,24900,1516,2496,2753
"202007","7","16",779,30331,4933,1031,3939
"202007","2","3",7464,299822,83328,28065,83009
"202007","27","2",50418,1421525,576172,147214,644336
"202007","1","1",60675,2297944,415490,223376,773496
"202007","33","20",1158,43073,56791,3222,3690
"202007","6","21",0,15497,0,770,591
"202007","34","22",7444,299831,73450,28055,56986
"202007","10","4",3477,179897,62204,18487,64753
"202007","9","5",4193,169374,67429,17574,60582
"202007","3","6",0,203619,0,26671,68419
"202007","4","9",5341,137178,181400,10473,17895
"202007","30","10",5342,137100,181515,10547,22420
"202007","28","18",4844,184073,125375,16951,53902
"202008","34","22",7397,299452,73508,28100,57740
"202008","6","21",0,15533,0,768,607
"202008","33","20",1079,43027,56892,3175,3786
"202008","29","19",6088,93844,222127,11252,49508
"202008","28","18",4636,183820,125665,16806,54358
"202008","32","17",292,24884,1528,2440,2829
"202008","7","16",756,30428,4927,1003,3975
"202008","30","10",5110,136971,181859,10416,22702
"202008","31","15",0,0,1,0,4
"202008","4","9",5109,137052,181738,10344,18172
"202008","3","6",0,203126,0,26517,69136
"202008","9","5",3867,169157,67745,17385,61079
"202008","10","4",3351,179591,62415,18290,65277
"202008","2","3",7416,299443,83387,28109,83761
"202008","27","2",50254,1419054,578392,147775,647805
"202008","1","1",60603,2294911,417193,224527,778749
"202009","7","16",785,30548,4922,959,4003
"202009","2","3",7394,299840,83457,28016,84440
"202009","30","10",5428,137044,182041,10230,22993
"202009","4","9",5427,137125,181923,10161,18460
"202009","3","6",0,203089,0,26188,69767
"202009","9","5",4106,169131,67880,17072,61580
"202009","10","4",3627,179570,62513,17951,65813
"202009","32","17",242,24976,1543,2390,2907
"202009","28","18",4989,183758,125804,16490,54840
"202009","29","19",6465,93698,222309,11100,49840
"202009","33","20",1117,42990,56920,3150,3863
"202009","6","21",0,15622,0,759,626
"202009","34","22",7374,299849,73580,28007,58418
"202009","1","1",61936,2298184,417372,223716,783582
"202009","27","2",51310,1419854,579176,146922,651010
"202009","31","15",0,0,1,0,4
"202010","34","22",7553,300293,73519,27844,59118
"202010","1","1",62137,2300534,417670,222848,788585
"202010","33","20",1180,42985,56928,3079,3962
"202010","29","19",7083,93555,222462,10960,50179
"202010","28","18",5532,183703,125919,16242,55311
"202010","32","17",252,25047,1551,2355,2979
"202010","7","16",815,30675,4915,931,4026
"202010","31","15",0,0,1,0,4
"202010","30","10",6067,137071,182143,10088,23270
"202010","4","9",6023,137195,182025,10019,18736
"202010","3","6",0,203415,0,25915,70454
"202010","9","5",4526,169015,67983,16827,62077
"202010","10","4",4082,179504,62560,17693,66342
"202010","2","3",7578,300284,83391,27853,85139
"202010","27","2",51816,1420217,579934,145892,654401
"202010","6","21",0,15721,0,743,644
"202011","6","21",0,15812,0,719,668
"202011","34","22",7669,300785,73455,27753,59821
"202011","33","20",1207,42993,56946,3008,4055
"202011","29","19",7471,93486,222561,10795,50508
"202011","28","18",5852,183719,125982,15962,55767
"202011","32","17",255,25141,1557,2299,3050
"202011","7","16",797,30825,4905,893,4054
"202011","31","15",0,0,1,0,4
"202011","30","10",6543,137070,182223,9901,23562
"202011","4","9",6394,137305,182109,9826,19026
"202011","3","6",0,203559,0,25717,71109
"202011","9","5",4820,168885,68043,16552,62581
"202011","10","4",4307,179470,62605,17412,66865
"202011","2","3",7693,300776,83327,27759,85845
"202011","27","2",52519,1420776,580590,145124,657571
"202011","1","1",62025,2303229,417788,222308,793456
"202012","1","1",61261,2301073,420167,223459,798262
"202012","34","22",7496,300708,73614,27845,60478
"202012","2","3",7519,300699,83486,27850,86502
"202012","10","4",4165,179180,62779,17277,67349
"202012","9","5",4580,168632,68280,16423,63043
"202012","3","6",0,203027,0,25625,71747
"202012","4","9",6175,137173,182390,9752,19296
"202012","30","10",6344,136914,182508,9825,23835
"202012","31","15",0,0,1,0,4
"202012","7","16",789,30947,4907,882,4075
"202012","32","17",286,25127,1568,2282,3094
"202012","28","18",5663,183489,126235,15774,56247
"202012","29","19",7214,93283,222918,10678,50855
"202012","33","20",1152,42967,57011,2965,4147
"202012","6","21",0,15862,0,709,692
"202012","27","2",51829,1418744,583156,145521,660831
"202101","2","3",7290,300328,83740,27868,87196
"202101","10","4",4049,178903,62919,17073,67846
"202101","9","5",4354,168437,68455,16226,63515
"202101","3","6",0,202506,0,25442,72453
"202101","4","9",5983,137046,182617,9617,19574
"202101","30","10",6137,136798,182739,9692,24112
"202101","31","15",0,0,1,0,4
"202101","7","16",765,31085,4924,869,4097
"202101","32","17",275,25090,1581,2251,3163
"202101","28","18",5516,183225,126429,15590,56705
"202101","29","19",6974,93085,223206,10541,51196
"202101","33","20",1093,42920,57075,2928,4236
"202101","6","21",0,15909,0,703,709
"202101","34","22",7269,300336,73866,27864,61172
"202101","1","1",62103,2298524,422003,224346,803226
"202101","27","2",52065,1416645,585190,145976,664118
"202102","1","1",64885,2298428,421841,224003,808269
"202102","27","2",54132,1415551,585325,145489,667648
"202102","2","3",7334,300374,83635,27770,87815
"202102","10","4",4116,178728,62948,16761,68367
"202102","9","5",4393,168298,68479,15929,64009
"202102","3","6",0,202029,0,25190,73195
"202102","4","9",6166,136983,182674,9415,19876
"202102","30","10",6333,136717,182795,9491,24416
"202102","31","15",0,0,1,0,4
"202102","7","16",762,31179,4939,837,4124
"202102","32","17",312,25095,1587,2187,3246
"202102","28","18",5718,183051,126468,15297,57179
"202102","29","19",7176,92916,223256,10373,51531
"202102","33","20",1102,42885,57081,2866,4335
"202102","6","21",0,15946,0,687,738
"202102","34","22",7314,300382,73761,27766,61791
"202103","32","17",347,25182,1597,2099,3347
"202103","28","18",6239,183067,126405,14956,57744
"202103","29","19",7956,92794,223077,10206,51917
"202103","33","20",1264,42876,57018,2799,4451
"202103","6","21",0,16017,0,663,766
"202103","34","22",8218,300851,73580,27656,62542
"202103","1","1",66185,2301128,420717,222636,813633
"202103","27","2",55579,1415845,584470,144091,671285
"202103","2","3",8239,300842,83453,27661,88567
"202103","10","4",4598,178665,62877,16348,69050
"202103","9","5",4994,168163,68345,15532,64665
"202103","3","6",0,201928,0,24798,73982
"202103","4","9",6840,137048,182585,9156,20277
"202103","30","10",7116,136673,182695,9221,24827
"202103","31","15",0,0,1,0,4
"202103","7","16",819,31302,4940,790,4158
"202104","1","1",66855,2303413,420222,220318,818904
"202104","27","2",56273,1416096,584774,142387,674671
"202104","2","3",8603,301172,83386,27413,89319
"202104","10","4",5174,178753,62785,15983,69565
"202104","9","5",5691,168154,68213,15181,65155
"202104","3","6",0,201960,0,24420,74640
"202104","4","9",7613,137234,182439,8916,20572
"202104","30","10",8001,136740,182557,8987,25122
"202104","31","15",0,0,1,0,4
"202104","7","16",798,31420,4954,744,4190
"202104","32","17",326,25262,1598,2066,3408
"202104","28","18",6947,183180,126279,14616,58225
"202104","29","19",8911,92752,222861,10035,52222
"202104","33","20",1436,42887,56965,2736,4537
"202104","6","21",0,16094,0,650,784
"202104","34","22",8579,301180,73516,27410,63294
"202105","1","1",66034,2304188,420073,219181,823930
"202105","27","2",56375,1415868,585049,141165,678033
"202105","2","3",8906,301509,83381,27261,90043
"202105","10","4",5456,178744,62808,15679,70106
"202105","9","5",6051,168051,68237,14880,65680
"202105","3","6",0,201754,0,24159,75309
"202105","4","9",8020,137337,182454,8724,20886
"202105","30","10",8540,136706,182577,8796,25436
"202105","31","15",0,0,1,0,4
"202105","7","16",822,31522,4974,716,4216
"202105","32","17",334,25320,1602,2032,3483
"202105","28","18",7260,183246,126288,14279,58765
"202105","29","19",9411,92682,222838,9841,52585
"202105","33","20",1532,42887,56946,2666,4645
"202105","6","21",0,16164,0,625,817
"202105","34","22",8881,301517,73513,27258,64018
"202106","1","1",63824,2306549,420847,218283,828625
"202106","27","2",54922,1416432,586525,140300,681063
"202106","2","3",8795,302007,83677,27162,90747
"202106","10","4",5463,178718,63032,15513,70491
"202106","9","5",6044,167993,68502,14718,66048
"202106","3","6",0,201957,0,23925,75860
"202106","4","9",7954,137414,182856,8623,21101
"202106","30","10",8543,136690,182995,8696,25655
"202106","31","15",0,0,1,0,4
"202106","7","16",870,31647,4985,684,4238
"202106","32","17",374,25377,1612,2003,3535
"202106","28","18",7137,183361,126635,14049,59140
"202106","29","19",9284,92646,223355,9709,52851
"202106","33","20",1517,42905,57021,2607,4720
"202106","6","21",0,16254,0,617,832
"202106","34","22",8766,302016,73813,27158,64722
"202107","1","1",61740,2309064,421872,217108,833435
"202107","34","22",8598,302627,74156,26966,65426
"202107","2","3",8622,302617,84024,26971,91452
"202107","10","4",5206,178766,63497,15295,70888
"202107","9","5",5782,167991,69012,14516,66429
"202107","3","6",0,202341,0,23666,76445
"202107","4","9",7612,137554,183472,8494,21318
"202107","30","10",8267,136746,183627,8561,25876
"202107","31","15",0,0,1,0,4
"202107","7","16",816,31774,5028,656,4253
"202107","32","17",353,25469,1627,1964,3587
"202107","28","18",6832,183432,127116,13876,59513
"202107","29","19",8902,92588,224072,9617,53101
"202107","33","20",1448,42894,57150,2575,4793
"202107","6","21",0,16282,0,614,847
"202107","27","2",53273,1417051,588434,139265,684119
"202108","29","19",9382,92513,223986,9536,53365
"202108","1","1",61501,2309522,421205,216946,838083
"202108","34","22",8845,302858,74135,27014,66052
"202108","6","21",0,16348,0,599,868
"202108","33","20",1570,42924,57104,2513,4867
"202108","28","18",7055,183502,127094,13721,59896
"202108","32","17",344,25533,1638,1921,3649
"202108","7","16",802,31951,5012,632,4271
"202108","31","15",0,0,1,0,4
"202108","30","10",8732,136768,183562,8467,26096
"202108","4","9",7987,137668,183411,8399,21535
"202108","3","6",0,202825,0,23468,76967
"202108","9","5",6076,167939,68964,14358,66816
"202108","10","4",5438,178771,63463,15131,71294
"202108","2","3",8869,302848,84002,27018,92079
"202108","27","2",53247,1416546,588774,138714,687106
"202109","33","20",1550,42942,57181,2475,4930
"202109","1","1",60002,2310512,422340,215894,842884
"202109","28","18",7136,183553,127398,13549,60269
"202109","32","17",329,25600,1647,1890,3702
"202109","7","16",826,32043,5044,610,4289
"202109","31","15",0,0,1,0,4
"202109","30","10",8846,136799,183976,8365,26313
"202109","34","22",9131,303205,74316,26992,66699
"202109","6","21",0,16440,0,584,882
"202109","4","9",8031,137799,183791,8298,21749
"202109","3","6",0,203182,0,23236,77491
"202109","9","5",6041,167936,69315,14162,67199
"202109","10","4",5431,178820,63744,14932,71696
"202109","2","3",9156,303195,84183,26995,92725
"202109","27","2",52358,1416401,590531,137814,690056
"202109","29","19",9447,92453,224443,9443,53625
"202110","1","1",58671,2311440,423361,216066,847090
"202110","27","2",51351,1416443,592119,137315,692820
"202110","34","22",9387,303519,74535,27100,67278
"202110","6","21",0,16491,0,571,898
"202110","33","20",1521,42937,57264,2448,4998
"202110","29","19",9181,92328,225097,9386,53899
"202110","28","18",6947,183536,127825,13406,60668
"202110","32","17",290,25679,1659,1889,3738
"202110","7","16",842,32165,5050,584,4307
"202110","31","15",0,0,1,0,4
"202110","30","10",8577,136817,184635,8279,26527
"202110","4","9",7768,137906,184361,8211,21963
"202110","3","6",0,203407,0,23055,78041
"202110","9","5",5833,167862,69754,14025,67582
"202110","10","4",5235,178796,64127,14786,72102
"202110","2","3",9413,303509,84399,27103,93303
"202111","2","3",9676,304127,84529,27168,93892
"202111","9","5",5899,167893,69947,13889,67901
"202111","3","6",0,203624,0,22898,78558
"202111","4","9",7784,138042,184691,8110,22165
"202111","30","10",8604,136897,185012,8170,26735
"202111","10","4",5276,178842,64336,14635,72450
"202111","27","2",50468,1416896,593330,136959,695445
"202111","1","1",57660,2313711,423854,216388,851139
"202111","34","22",9646,304137,74669,27165,67867
"202111","6","21",0,16550,0,574,903
"202111","33","20",1533,42964,57289,2421,5064
"202111","29","19",9215,92301,225431,9326,54131
"202111","28","18",6939,183639,128056,13287,60992
"202111","32","17",276,25753,1677,1869,3780
"202111","7","16",803,32316,5055,557,4327
"202111","31","15",0,0,1,0,4
"202112","2","3",9979,304474,84416,27189,94485
"202112","33","20",1631,43005,57250,2394,5115
"202112","3","6",0,203880,0,22678,79060
"202112","27","2",50900,1416688,593453,136273,698272
"202112","1","1",58042,2315175,423347,215901,855394
"202112","4","9",8145,138150,184582,8025,22375
"202112","30","10",8993,136979,184904,8086,26943
"202112","31","15",0,0,1,0,4
"202112","7","16",873,32480,5050,523,4351
"202112","32","17",248,25820,1688,1832,3844
"202112","28","18",7204,183773,127973,13131,61305
"202112","29","19",9683,92311,225293,9231,54345
"202112","10","4",5502,178863,64268,14467,72831
"202112","34","22",9948,304484,74558,27187,68460
"202112","6","21",0,16581,0,578,911
"202112","9","5",6151,167930,69835,13731,68259
"202201","1","1",59304,2314605,423233,216257,859344
"202201","34","22",10228,304695,74461,27242,68945
"202201","2","3",10260,304685,84318,27243,94971
"202201","10","4",5676,178822,64216,14415,73146
"202201","9","5",6358,167893,69756,13682,68560
"202201","3","6",0,203968,0,22624,79538
"202201","4","9",8425,138203,184494,8018,22550
"202201","30","10",9296,137016,184811,8076,27122
"202201","31","15",0,0,1,0,4
"202201","7","16",852,32631,5073,509,4366
"202201","32","17",238,25853,1683,1829,3890
"202201","28","18",7374,183832,127906,13083,61584
"202201","29","19",10049,92248,225184,9217,54539
"202201","33","20",1694,43025,57222,2396,5158
"202201","6","21",0,16618,0,569,922
"202201","27","2",51814,1415469,593759,136197,700907
"202202","3","6",0,203723,0,22559,80134
"202202","4","9",8163,138056,184783,7960,22793
"202202","30","10",8950,136910,185146,8017,27365
"202202","31","15",0,0,1,0,4
"202202","7","16",798,32703,5100,493,4390
"202202","32","17",239,25827,1688,1793,3957
"202202","28","18",7159,183575,128143,12989,61988
"202202","29","19",9742,92029,225535,9187,54812
"202202","33","20",1640,42977,57281,2377,5237
"202202","6","21",0,16624,0,568,936
"202202","34","22",10152,304437,74572,27480,69466
"202202","1","1",61181,2310087,424277,217849,863915
"202202","27","2",52252,1412409,595469,136842,703933
"202202","2","3",10183,304428,84430,27480,95492
"202202","10","4",5559,178493,64345,14361,73567
"202202","9","5",6157,167633,69923,13620,68962
"202203","31","15",0,0,1,0,4
"202203","34","22",9751,304443,75137,27693,70088
"202203","32","17",235,25792,1704,1762,4027
"202203","28","18",6585,183240,128731,12886,62441
"202203","29","19",8817,91753,226482,9171,55113
"202203","33","20",1468,42916,57452,2355,5327
"202203","6","21",0,16643,0,559,955
"202203","30","10",8002,136794,186031,7943,27644
"202203","4","9",7362,137894,185568,7884,23071
"202203","3","6",0,203309,0,22452,80766
"202203","9","5",5462,167376,70538,13529,69404
"202203","10","4",5013,178165,64871,14264,74032
"202203","2","3",9780,304433,84997,27694,96113
"202203","27","2",52076,1410215,598860,137115,707175
"202203","1","1",62561,2307125,427285,218990,868923
"202203","7","16",732,32711,5148,468,4418
"202204","4","9",6910,137807,186174,7814,23296
"202204","3","6",0,203044,0,22236,81293
"202204","9","5",5111,167202,70992,13424,69757
"202204","10","4",4709,177971,65305,14157,74400
"202204","2","3",9391,304666,85343,27764,96678
"202204","27","2",53890,1410191,600926,136374,709938
"202204","1","1",66784,2307997,428715,218299,873150
"202204","30","10",7503,136691,186691,7871,27872
"202204","34","22",9364,304676,75482,27762,70653
"202204","6","21",0,16692,0,552,967
"202204","33","20",1375,42880,57566,2333,5399
"202204","29","19",8259,91579,227225,9127,55356
"202204","28","18",6244,183029,129245,12789,62792
"202204","32","17",255,25790,1713,1756,4077
"202204","7","16",723,32741,5169,447,4440
"202204","31","15",0,0,1,0,4
"202205","29","19",8880,91492,227386,9032,55618
"202205","33","20",1480,42883,57551,2293,5475
"202205","32","17",238,25814,1718,1736,4140
"202205","7","16",704,32826,5192,429,4454
"202205","31","15",0,0,1,0,4
"202205","30","10",8113,136668,186895,7750,28108
"202205","4","9",7498,137847,186358,7690,23529
"202205","6","21",0,16747,0,544,983
"202205","34","22",10108,305143,75616,27849,71192
"202205","1","1",67699,2310892,429087,217862,877183
"202205","27","2",54499,1411172,601694,135575,712549
"202205","2","3",10134,305134,85479,27849,97217
"202205","10","4",5110,177919,65451,13987,74773
"202205","9","5",5527,167136,71124,13255,70112
"202205","3","6",0,202952,0,21997,81796
"202205","28","18",6753,183068,129360,12608,63156
"202206","3","6",0,203050,0,21673,82331
"202206","4","9",7804,137932,186557,7604,23730
"202206","30","10",8444,136683,187144,7658,28312
"202206","31","15",0,0,1,0,4
"202206","7","16",753,32924,5209,396,4467
"202206","32","17",235,25856,1742,1734,4185
"202206","28","18",7079,183175,129438,12430,63495
"202206","29","19",9280,91458,227538,8928,55860
"202206","33","20",1523,42905,57578,2264,5535
"202206","6","21",0,16813,0,527,1001
"202206","34","22",10578,305761,75753,27886,71714
"202206","1","1",67604,2315329,429600,216373,881618
"202206","27","2",54198,1412851,602845,134180,715452
"202206","2","3",10601,305752,85619,27885,97740
"202206","10","4",5326,177921,65589,13823,75137
"202206","9","5",5776,167086,71292,13101,70457
"202207","1","1",67974,2318630,430142,215198,886261
"202207","34","22",10925,306096,75871,27904,72291
"202207","2","3",10948,306086,85737,27904,98315
"202207","10","4",5395,177823,65763,13759,75497
"202207","9","5",5855,166965,71477,13033,70806
"202207","3","6",0,203113,0,21450,82867
"202207","4","9",7919,137971,186787,7556,23940
"202207","30","10",8572,136661,187415,7618,28520
"202207","31","15",0,0,1,0,4
"202207","7","16",831,33041,5200,375,4482
"202207","32","17",227,25902,1750,1720,4236
"202207","28","18",7117,183205,129632,12321,63834
"202207","29","19",9387,91365,227805,8887,56085
"202207","33","20",1583,42883,57601,2252,5598
"202207","6","21",0,16882,0,517,1018
"202207","27","2",54362,1413752,604066,133081,718475
"202208","1","1",67281,2322930,430663,214352,890869
"202208","27","2",53733,1415209,605342,131959,721548
"202208","2","3",11174,306632,85939,27822,98934
"202208","10","4",5498,177761,65928,13557,75942
"202208","9","5",5967,166882,71646,12847,71232
"202208","3","6",0,203358,0,21152,83483
"202208","4","9",7994,138011,187082,7458,24186
"202208","30","10",8633,136667,187760,7516,28772
"202208","31","15",0,0,1,0,4
