"YR_MTH","VEHICLE_CLASS_CODE","CODE","NO_VALID_LEARNER","NO_VALID_FULL_LIC","NO_EXP_LEARNER","NO_EXP_NOVER_3YR","NO_EXP_OVER_3YR"
"201602","28","18",4982,193118,115098,4168,47197
"201602","32","17",150,23727,1184,300,2194
"201602","4","9",5874,138187,168639,2053,14484
"201602","10","4",3360,190178,54516,5057,56757
"201602","27","2",48440,1428235,511089,36176,597195
"201602","31","15",0,0,0,0,4
"201602","1","1",56595,2158126,381487,58984,694935
"201602","3","6",0,219669,0,5312,59444
"201602","30","10",5875,138220,168755,2242,18788
"201603","27","2",48559,1430285,511862,36238,597875
"201603","1","1",56588,2163880,381772,59475,695913
"201603","2","3",5772,276869,76608,9143,69205
"201603","29","19",7064,102952,205479,3776,43340
"201603","7","16",674,32075,4500,35,3835
"201603","34","22",5746,276864,66709,9143,43143
"201603","32","17",165,23797,1189,292,2206
"201603","10","4",3262,190301,54720,5072,56865
"201603","28","18",4902,193239,115382,4190,47301
"201603","30","10",5755,138406,169123,2234,18845
"201603","3","6",0,219786,0,5340,59544
"201603","4","9",5754,138376,169005,2050,14533
"201603","6","21",0,13070,0,89,429
"201603","31","15",0,0,0,0,4
"201603","33","20",1220,44827,53175,433,2929
"201603","9","5",4352,184128,55147,4894,53011
"201604","9","5",4405,184141,55378,4904,53094
"201604","10","4",3285,190404,54891,5088,56951
"201604","32","17",169,23854,1197,300,2208
"201604","30","10",5711,138551,169447,2253,18874
"201604","4","9",5710,138524,169330,2071,14557
"201604","27","2",48483,1432387,512747,36371,598286
"201604","34","22",5766,277696,66836,9310,43227
"201604","7","16",743,32131,4477,32,3835
"201604","29","19",6902,102999,205954,3782,43401
"201604","1","1",56319,2169721,382230,59935,696546
"201604","33","20",1204,44868,53235,436,2936
"201604","3","6",0,219979,0,5356,59625
"201604","2","3",5789,277701,76737,9310,69287
"201604","28","18",4768,193422,115686,4193,47366
"201604","31","15",0,0,0,0,4
"201604","6","21",0,13121,0,89,431
"201605","9","5",4385,184127,55646,4933,53183
"201605","27","2",48295,1434635,513837,36622,598816
"201605","28","18",4614,193574,115993,4198,47455
"201605","29","19",6710,103050,206411,3783,43479
"201605","33","20",1154,44906,53308,442,2949
"201605","1","1",55711,2175896,382809,60435,697341
"201605","32","17",169,23930,1204,301,2213
"201605","31","15",0,0,0,0,4
"201605","30","10",5562,138755,169781,2260,18910
"201605","7","16",724,32209,4479,29,3835
"201605","10","4",3205,190540,55083,5122,57043
"201605","2","3",5913,278432,76793,9555,69386
"201605","34","22",5886,278426,66896,9555,43327
"201605","6","21",0,13196,0,90,432
"201605","3","6",0,220159,0,5398,59720
"201605","4","9",5559,138724,169663,2084,14591
"201606","31","15",0,0,0,0,4
"201606","4","9",5427,138900,170003,2107,14632
"201606","32","17",154,24009,1211,309,2217
"201606","10","4",3155,190649,55259,5160,57145
"201606","33","20",1108,44933,53391,447,2957
"201606","9","5",4343,184094,55941,4967,53283
"201606","28","18",4521,193726,116204,4239,47538
"201606","7","16",748,32313,4474,29,3835
"201606","6","21",0,13261,0,92,433
"201606","2","3",5926,279226,76900,9818,69479
"201606","29","19",6592,103071,206794,3813,43556
"201606","34","22",5896,279220,67006,9818,43421
"201606","30","10",5428,138927,170122,2280,18958
"201606","3","6",0,220268,0,5482,59816
"201606","1","1",54825,2181982,383843,61240,698114
"201606","27","2",47621,1436844,515473,37095,599294
"201607","27","2",47168,1438664,517391,37641,599897
"201607","4","9",5345,139061,170261,2146,14662
"201607","10","4",3112,190725,55401,5231,57237
"201607","2","3",5892,280025,77009,9999,69596
"201607","29","19",6492,103070,207119,3860,43634
"201607","9","5",4287,184058,56191,5035,53370
"201607","32","17",141,24075,1217,316,2222
"201607","1","1",54563,2187615,385021,62162,698989
"201607","34","22",5862,280020,67115,9999,43538
"201607","33","20",1114,44957,53443,454,2962
"201607","30","10",5347,139088,170381,2316,18990
"201607","31","15",0,0,0,0,4
"201607","3","6",0,220334,0,5608,59913
"201607","28","18",4442,193842,116374,4290,47629
"201607","6","21",0,13343,0,97,432
"201607","7","16",769,32416,4465,29,3835
"201608","32","17",149,24118,1223,333,2228
"201608","6","21",0,13394,0,94,435
"201608","34","22",5970,280758,67198,10324,43656
"201608","7","16",733,32619,4492,30,3835
"201608","28","18",4408,193910,116564,4350,47736
"201608","1","1",54609,2193390,385761,63345,699903
"201608","30","10",5300,139175,170670,2364,19037
"201608","4","9",5298,139152,170552,2195,14704
"201608","31","15",0,0,0,0,4
"201608","10","4",3111,190706,55553,5332,57350
"201608","3","6",0,220424,0,5757,60018
"201608","9","5",4223,183943,56480,5135,53479
"201608","29","19",6427,103021,207471,3919,43734
"201608","33","20",1092,44974,53506,449,2984
"201608","27","2",47092,1440511,518898,38340,600541
"201608","2","3",6001,280763,77090,10324,69712
"201609","3","6",0,220459,0,5910,60120
"201609","30","10",5233,139265,170919,2439,19079
"201609","1","1",55320,2198891,386317,64458,700757
"201609","2","3",6060,281438,77239,10683,69811
"201609","6","21",0,13463,0,99,435
"201609","32","17",151,24174,1228,350,2231
"201609","31","15",0,0,0,0,4
"201609","7","16",792,32732,4481,29,3836
"201609","28","18",4318,193934,116776,4447,47826
"201609","27","2",47508,1442193,520249,38952,601115
"201609","34","22",6031,281433,67346,10683,43757
"201609","10","4",3089,190695,55686,5449,57453
"201609","9","5",4186,183816,56731,5243,53580
"201609","29","19",6317,102946,207824,4003,43818
"201609","33","20",1078,44993,53561,455,2995
"201609","4","9",5231,139246,170799,2271,14741
"201610","1","1",55492,2203119,387020,65460,701727
"201610","28","18",4206,193907,116986,4561,47949
"201610","31","15",0,0,0,0,4
"201610","2","3",5954,282100,77418,10911,69944
"201610","7","16",790,32816,4490,28,3837
"201610","32","17",154,24227,1230,358,2239
"201610","9","5",4150,183632,56970,5367,53723
"201610","3","6",0,220316,0,6070,60263
"201610","34","22",5927,282096,67523,10910,43890
"201610","30","10",5082,139336,171222,2502,19144
"201610","6","21",0,13515,0,101,437
"201610","29","19",6163,102815,208197,4105,43933
"201610","27","2",47399,1443459,521654,39543,601786
"201610","10","4",3026,190631,55834,5579,57600
"201610","4","9",5080,139323,171102,2333,14801
"201610","33","20",1035,45001,53625,474,3005
"201611","7","16",757,32917,4490,27,3837
"201611","6","21",0,13592,0,107,440
"201611","30","10",5111,139451,171456,2537,19200
"201611","2","3",6022,282980,77564,11178,70047
"201611","3","6",0,220333,0,6193,60393
"201611","10","4",3104,190631,55934,5664,57726
"201611","29","19",6144,102763,208490,4174,44044
"201611","32","17",150,24298,1234,353,2250
"201611","28","18",4195,193945,117174,4631,48073
"201611","31","15",0,0,0,0,4
"201611","1","1",55673,2208710,387459,66337,702629
"201611","9","5",4223,183543,57157,5437,53847
"201611","34","22",5996,282976,67668,11177,43996
"201611","27","2",47486,1445442,522713,39922,602403
"201611","4","9",5109,139438,171337,2375,14850
"201611","33","20",1053,45010,53662,485,3025
"201612","31","15",0,0,0,0,4
"201612","9","5",4196,183456,57375,5487,53980
"201612","27","2",47442,1447472,523893,40434,602965
"201612","6","21",0,13658,0,106,441
"201612","3","6",0,220353,0,6305,60509
"201612","29","19",6069,102723,208778,4204,44157
"201612","33","20",1086,45030,53710,484,3041
"201612","2","3",6127,283735,77694,11489,70130
"201612","32","17",153,24340,1233,366,2256
"201612","1","1",55666,2214523,388003,67289,703482
"201612","30","10",5015,139546,171718,2572,19258
"201612","10","4",3084,190636,56060,5720,57861
"201612","4","9",5015,139537,171595,2410,14903
"201612","28","18",4128,194023,117324,4671,48191
"201612","7","16",795,32980,4487,31,3838
"201612","34","22",6099,283731,67800,11488,44080
"201701","27","2",47637,1449161,524792,40908,603659
"201701","29","19",6062,102676,208997,4254,44244
"201701","3","6",0,220497,0,6399,60632
"201701","2","3",6335,284324,77753,11737,70330
"201701","6","21",0,13769,0,109,441
"201701","32","17",166,24388,1234,377,2263
"201701","28","18",4126,194045,117451,4729,48280
"201701","33","20",1109,45061,53729,486,3051
"201701","1","1",55981,2219640,388366,68357,704545
"201701","9","5",4175,183340,57583,5545,54102
"201701","10","4",3053,190632,56173,5778,57987
"201701","4","9",5011,139611,171775,2450,14954
"201701","7","16",847,33059,4503,31,3838
"201701","34","22",6308,284320,67859,11736,44280
"201701","30","10",5014,139617,171897,2609,19314
"201701","31","15",0,0,0,0,4
"201702","9","5",4288,183288,57701,5593,54207
"201702","10","4",3159,190662,56227,5833,58098
"201702","1","1",57881,2225450,388376,68535,705729
"201702","6","21",0,13813,0,113,443
"201702","2","3",6415,285021,77785,11723,70632
"201702","33","20",1169,45087,53760,489,3061
"201702","7","16",813,33084,4510,30,3838
"201702","4","9",5150,139730,171887,2478,14995
"201702","3","6",0,220524,0,6489,60743
"201702","27","2",49136,1451230,525419,41056,604386
"201702","32","17",176,24441,1245,386,2269
"201702","28","18",4259,194071,117541,4794,48366
"201702","29","19",6222,102624,209153,4303,44325
"201702","30","10",5152,139731,172006,2640,19357
"201702","31","15",0,0,0,0,4
"201702","34","22",6386,285017,67894,11722,44583
"201703","29","19",6257,102596,209504,4342,44409
"201703","10","4",3237,190702,56383,5898,58204
"201703","32","17",186,24526,1251,396,2270
"201703","31","15",0,0,0,0,4
"201703","30","10",5217,139847,172309,2679,19398
"201703","28","18",4319,194141,117762,4840,48456
"201703","34","22",6387,285885,68108,11866,44862
"201703","4","9",5214,139853,172187,2514,15033
"201703","27","2",49571,1453721,526588,41191,605110
"201703","1","1",58527,2232378,388829,69062,706960
"201703","7","16",878,33037,4505,32,3838
"201703","33","20",1216,45109,53826,495,3069
"201703","3","6",0,220546,0,6584,60851
"201703","6","21",0,13887,0,116,443
"201703","2","3",6417,285888,77999,11868,70911
"201703","9","5",4300,183220,57995,5657,54308
"201704","32","17",155,24595,1256,403,2278
"201704","10","4",3200,190716,56527,5975,58317
"201704","29","19",6205,102538,209823,4383,44495
"201704","31","15",0,0,0,0,4
"201704","27","2",49699,1455328,527914,41472,605809
"201704","30","10",5155,139976,172551,2704,19447
"201704","34","22",6383,286401,68235,12061,45095
"201704","28","18",4285,194171,117957,4893,48548
"201704","4","9",5154,139986,172430,2537,15078
"201704","33","20",1240,45118,53881,505,3080
"201704","2","3",6415,286403,78122,12064,71142
"201704","9","5",4258,183135,58231,5724,54418
"201704","1","1",58800,2237138,389605,69652,708138
"201704","7","16",868,32950,4531,33,3838
"201704","6","21",0,13940,0,124,443
"201704","3","6",0,220555,0,6679,60965
"201705","10","4",3197,190728,56691,6050,58433
"201705","34","22",6410,287055,68404,12259,45351
"201705","4","9",5171,140076,172684,2601,15116
"201705","6","21",0,14027,0,127,444
"201705","30","10",5172,140062,172802,2761,19496
"201705","32","17",153,24636,1264,422,2283
"201705","33","20",1294,45128,53934,511,3093
"201705","3","6",0,220625,0,6812,61078
"201705","9","5",4232,183063,58488,5793,54530
"201705","28","18",4296,194262,118141,4945,48647
"201705","2","3",6439,287058,78293,12261,71398
"201705","31","15",0,0,0,0,4
"201705","27","2",50134,1457705,529286,41834,606498
"201705","1","1",59273,2243329,390320,70434,709332
"201705","29","19",6196,102510,210161,4419,44585
"201705","7","16",795,32780,4553,43,3838
"201706","29","19",6228,102206,210445,4777,44660
"201706","31","15",0,0,0,0,4
"201706","33","20",1336,45048,53981,633,3098
"201706","6","21",0,14062,0,163,446
"201706","3","6",0,219857,0,7816,61190
"201706","28","18",4335,193792,118316,5563,48729
"201706","30","10",5262,139882,173007,3110,19546
"201706","34","22",6512,287244,68573,13050,45586
"201706","2","3",6538,287247,78465,13052,71632
"201706","32","17",157,24649,1271,490,2288
"201706","1","1",59527,2244182,391021,77112,710555
"201706","10","4",3290,190211,56810,6676,58539
"201706","9","5",4314,182481,58700,6391,54632
"201706","27","2",50226,1455839,530661,46695,607145
"201706","4","9",5261,139897,172886,2953,15162
"201706","7","16",782,32519,4572,172,3839
"201707","10","4",3323,189614,56918,7370,58658
"201707","6","21",0,14101,0,193,449
"201707","27","2",49990,1453773,532096,51322,607886
"201707","28","18",4359,193255,118459,6206,48827
"201707","4","9",5283,139616,173081,3408,15200
"201707","7","16",797,32279,4578,244,3839
"201707","31","15",0,0,0,0,4
"201707","29","19",6270,101824,210684,5158,44754
"201707","30","10",5286,139606,173205,3554,19590
"201707","1","1",59331,2244601,391857,83519,711865
"201707","34","22",6674,287497,68688,13791,45815
"201707","2","3",6698,287499,78582,13793,71859
"201707","9","5",4357,181801,58884,7057,54748
"201707","3","6",0,219057,0,8781,61317
"201707","33","20",1406,44952,54008,758,3111
"201707","32","17",158,24630,1279,584,2294
"201708","30","10",5281,139453,173440,3888,19655
"201708","33","20",1416,44864,54081,881,3121
"201708","31","15",0,0,0,0,4
"201708","32","17",159,24605,1286,688,2306
"201708","27","2",49604,1452289,533494,55454,608678
"201708","28","18",4390,192808,118635,6739,48939
"201708","4","9",5277,139467,173315,3743,15260
"201708","10","4",3316,189147,57068,7925,58816
"201708","3","6",0,218305,0,9668,61468
"201708","7","16",747,32103,4582,307,3841
"201708","6","21",0,14143,0,221,450
"201708","9","5",4402,181221,59124,7573,54899
"201708","1","1",58699,2245789,392711,89487,713246
"201708","2","3",6781,287804,78749,14504,72091
"201708","29","19",6302,101495,210957,5480,44858
"201708","34","22",6759,287802,68855,14502,46047
"201709","9","5",4472,180621,59316,8142,55026
"201709","10","4",3344,188638,57188,8526,58949
"201709","4","9",5332,139246,173507,4123,15308
"201709","30","10",5334,139227,173633,4269,19707
"201709","31","15",0,0,0,0,4
"201709","7","16",732,31931,4608,369,3841
"201709","32","17",147,24582,1295,793,2311
"201709","28","18",4480,192335,118766,7285,49042
"201709","29","19",6357,101172,211197,5807,44954
"201709","33","20",1407,44794,54147,985,3128
"201709","6","21",0,14161,0,242,453
"201709","34","22",6800,288091,69023,15202,46260
"201709","3","6",0,217682,0,10478,61608
"201709","2","3",6825,288092,78914,15204,72303
"201709","27","2",49243,1450827,535008,59334,609389
"201709","1","1",58280,2247138,393592,94986,714493
"201710","30","10",5392,139032,173791,4598,19785
"201710","4","9",5390,139051,173666,4464,15373
"201710","34","22",7028,288359,69082,15919,46455
"201710","10","4",3379,188137,57298,9083,59109
"201710","33","20",1442,44702,54195,1095,3139
"201710","6","21",0,14190,0,261,455
"201710","28","18",4520,191913,118898,7779,49179
"201710","3","6",0,217084,0,11251,61766
"201710","31","15",0,0,0,0,4
"201710","9","5",4545,180046,59496,8656,55178
"201710","27","2",48783,1449002,536101,63239,610186
"201710","32","17",139,24564,1302,880,2321
"201710","1","1",57525,2247550,394167,100561,715755
"201710","7","16",774,31746,4611,427,3844
"201710","2","3",7055,288360,78972,15921,72497
"201710","29","19",6437,100860,211413,6085,45075
"201711","9","5",4526,179532,59735,9152,55311
"201711","1","1",56261,2249142,394917,105848,716939
"201711","4","9",5325,138896,173937,4765,15436
"201711","30","10",5326,138878,174062,4897,19849
"201711","31","15",0,0,0,0,4
"201711","7","16",704,31601,4623,481,3843
"201711","32","17",153,24540,1307,962,2333
"201711","28","18",4497,191537,119092,8239,49282
"201711","29","19",6376,100558,211745,6375,45169
"201711","33","20",1418,44646,54302,1182,3143
"201711","6","21",0,14218,0,299,457
"201711","34","22",6945,288678,69228,16639,46652
"201711","3","6",0,216451,0,11981,61923
"201711","27","2",47779,1447900,537330,66850,610880
"201711","2","3",6971,288678,79119,16643,72693
"201711","10","4",3361,187689,57455,9601,59247
"201712","9","5",4519,179029,59953,9636,55450
"201712","1","1",54765,2249732,395829,111167,718263
"201712","4","9",5281,138794,174124,5059,15500
"201712","30","10",5284,138773,174249,5189,19918
"201712","31","15",0,0,0,0,4
"201712","7","16",728,31444,4645,500,3843
"201712","32","17",131,24540,1315,1023,2344
"201712","28","18",4472,191141,119242,8747,49399
"201712","29","19",6374,100257,211985,6694,45270
"201712","33","20",1404,44562,54382,1288,3154
"201712","6","21",0,14240,0,327,458
"201712","34","22",6924,288938,69375,17205,46864
"201712","10","4",3298,187305,57589,10110,59389
"201712","2","3",6950,288937,79266,17210,72905
"201712","27","2",46635,1446235,538540,70572,611659
"201712","3","6",0,215776,0,12722,62060
"201801","1","1",55374,2251542,396108,116494,719459
"201801","27","2",47336,1444929,539379,74288,612338
"201801","2","3",6964,289397,79433,17835,73086
"201801","10","4",3360,186874,57650,10652,59501
"201801","9","5",4621,178494,60105,10157,55554
"201801","3","6",0,215127,0,13547,62174
"201801","4","9",5353,138618,174258,5415,15546
"201801","30","10",5356,138597,174384,5542,19966
"201801","31","15",0,0,0,0,4
"201801","7","16",757,31277,4644,544,3845
"201801","32","17",120,24532,1323,1106,2352
"201801","28","18",4513,190774,119357,9232,49495
"201801","29","19",6459,99969,212163,7003,45357
"201801","33","20",1417,44488,54433,1394,3161
"201801","6","21",0,14269,0,351,461
"201801","34","22",6939,289398,69542,17830,47047
"201802","1","1",54250,2250900,397563,122475,720517
"201802","27","2",46336,1442640,541278,78601,612974
"201802","2","3",6745,289606,79689,18455,73264
"201802","10","4",3250,186342,57837,11232,59618
"201802","9","5",4477,177946,60380,10707,55668
"201802","3","6",0,214273,0,14478,62288
"201802","4","9",5210,138363,174565,5791,15587
"201802","30","10",5211,138339,174691,5917,20012
"201802","31","15",0,0,0,0,4
"201802","7","16",711,31108,4645,606,3844
"201802","32","17",114,24470,1324,1201,2357
"201802","28","18",4392,190320,119589,9790,49589
"201802","29","19",6301,99645,212539,7327,45441
"201802","33","20",1359,44375,54552,1523,3174
"201802","6","21",0,14279,0,394,462
"201802","34","22",6723,289608,69795,18449,47227
"201803","1","1",54206,2252489,398358,127865,721690
"201803","27","2",46271,1441382,542808,82388,613664
"201803","2","3",6665,290033,79926,19085,73466
"201803","10","4",3261,185725,58040,11897,59750
"201803","9","5",4462,177318,60654,11337,55797
"201803","3","6",0,213588,0,15274,62434
"201803","4","9",5223,138074,174857,6201,15644
"201803","30","10",5225,138039,174987,6333,20073
"201803","31","15",0,0,0,0,4
"201803","7","16",683,30927,4661,655,3842
"201803","32","17",150,24373,1325,1328,2364
"201803","28","18",4411,189863,119799,10368,49698
"201803","29","19",6322,99347,212875,7626,45545
"201803","33","20",1375,44276,54656,1642,3185
"201803","6","21",0,14317,0,427,463
"201803","34","22",6641,290036,70035,19079,47429
"201804","1","1",54651,2253736,398742,133136,722826
"201804","27","2",46450,1439968,543741,85998,614272
"201804","2","3",6770,290346,80037,19753,73664
"201804","10","4",3357,185301,58110,12408,59857
"201804","9","5",4583,176823,60790,11827,55902
"201804","3","6",0,212998,0,16012,62536
"201804","4","9",5366,137888,174973,6545,15682
"201804","30","10",5368,137855,175105,6667,20117
"201804","31","15",0,0,0,0,4
"201804","7","16",758,30846,4631,675,3842
"201804","32","17",154,24365,1325,1398,2369
"201804","28","18",4528,189450,119908,10886,49790
"201804","29","19",6453,99096,213063,7892,45627
"201804","33","20",1391,44210,54721,1742,3197
"201804","6","21",0,14347,0,447,463
"201804","34","22",6748,290349,70144,19746,47629
"201805","1","1",55275,2255588,399461,137944,724097
"201805","27","2",46661,1439116,545145,89301,614979
"201805","2","3",6952,290786,80157,20311,73891
"201805","10","4",3431,184940,58231,12882,59968
"201805","9","5",4680,176380,60983,12284,56010
"201805","3","6",0,212543,0,16587,62658
"201805","4","9",5426,137770,175174,6846,15721
"201805","30","10",5429,137738,175304,6965,20157
"201805","31","15",0,0,0,0,4
"201805","7","16",694,30805,4644,712,3842
"201805","32","17",152,24356,1331,1470,2374
"201805","28","18",4643,189022,120065,11395,49870
"201805","29","19",6543,98792,213329,8194,45705
"201805","33","20",1367,44146,54797,1852,3201
"201805","6","21",0,14353,0,482,465
"201805","34","22",6928,290789,70265,20304,47858
"201806","1","1",55218,2258053,400373,141900,725449
"201806","27","2",46397,1438791,546659,92021,615698
"201806","2","3",7028,291113,80328,20889,74104
"201806","10","4",3421,184751,58401,13135,60097
"201806","9","5",4660,176112,61245,12530,56133
"201806","3","6",0,212251,0,17092,62784
"201806","4","9",5419,137748,175435,7001,15777
"201806","30","10",5422,137715,175564,7117,20217
"201806","31","15",0,0,0,0,4
"201806","7","16",701,30761,4639,724,3841
"201806","32","17",158,24367,1336,1510,2379
"201806","28","18",4677,188811,120257,11701,49967
"201806","29","19",6554,98604,213644,8383,45800
"201806","33","20",1335,44087,54895,1937,3208
"201806","6","21",0,14420,0,498,467
"201806","34","22",7002,291117,70437,20881,48074
"201807","34","22",7096,291471,70580,21414,48306
"201807","1","1",55517,2260542,400840,146224,726817
"201807","33","20",1368,44042,54973,2000,3219
"201807","29","19",6620,98460,213905,8525,45890
"201807","28","18",4719,188686,120421,11928,50071
"201807","32","17",161,24385,1344,1549,2385
"201807","7","16",759,30829,4652,751,3841
"201807","31","15",0,0,0,0,4
"201807","30","10",5489,137710,175756,7255,20274
"201807","4","9",5485,137750,175627,7137,15828
"201807","3","6",0,211866,0,17617,62914
"201807","9","5",4691,175875,61474,12767,56253
"201807","10","4",3476,184564,58533,13397,60222
"201807","2","3",7124,291468,80469,21421,74336
"201807","27","2",46804,1438305,547630,94947,616451
"201807","6","21",0,14452,0,519,469
"201808","6","21",0,14502,0,532,473
"201808","34","22",7077,292147,70752,21728,48590
"201808","33","20",1380,44028,55055,2044,3228
"201808","29","19",6694,98326,214192,8652,46003
"201808","28","18",4803,188564,120605,12129,50191
"201808","32","17",151,24406,1349,1600,2395
"201808","7","16",764,30759,4659,757,3842
"201808","31","15",0,0,0,0,4
"201808","30","10",5573,137750,175972,7359,20344
"201808","4","9",5569,137794,175846,7241,15895
"201808","3","6",0,211660,0,17950,63079
"201808","9","5",4716,175671,61720,12927,56406
"201808","10","4",3511,184445,58680,13572,60378
"201808","2","3",7106,292142,80639,21737,74620
"201808","27","2",46881,1438533,548581,97256,617270
"201808","1","1",55469,2264439,401137,149608,728331
"201809","1","1",55021,2265579,401775,154229,729793
"201809","29","19",6717,98078,214533,8863,46104
"201809","2","3",7048,292428,80796,22246,74892
"201809","10","4",3497,184186,58847,13900,60517
"201809","9","5",4722,175300,61983,13246,56539
"201809","3","6",0,211305,0,18396,63228
"201809","4","9",5608,137710,176094,7459,15956
"201809","33","20",1350,43963,55148,2117,3240
"201809","6","21",0,14539,0,537,477
"201809","34","22",7020,292434,70911,22236,48862
"201809","30","10",5611,137665,176223,7576,20407
"201809","31","15",0,0,0,0,4
"201809","7","16",708,30754,4670,781,3842
"201809","32","17",169,24400,1358,1657,2404
"201809","28","18",4876,188265,120804,12469,50305
"201809","27","2",46644,1437356,549760,100231,618092
"201810","4","9",5659,137755,176311,7564,16024
"201810","34","22",7071,293186,71079,22417,49118
"201810","9","5",4755,175100,62176,13448,56682
"201810","10","4",3522,184046,58984,14110,60669
"201810","2","3",7097,293180,80966,22427,75148
"201810","27","2",47274,1437755,550358,101962,618904
"201810","1","1",55571,2269281,401809,156837,731207
"201810","30","10",5662,137711,176437,7675,20479
"201810","31","15",0,0,0,0,4
"201810","7","16",674,30648,4690,788,3842
"201810","32","17",164,24448,1366,1679,2419
"201810","28","18",4954,188163,120964,12660,50424
"201810","29","19",6761,98000,214798,8964,46214
"201810","33","20",1336,43983,55210,2147,3255
"201810","6","21",0,14564,0,553,480
"201810","3","6",0,211089,0,18771,63387
"201811","4","9",5722,137799,176489,7694,16085
"201811","3","6",0,210879,0,19138,63531
"201811","9","5",4838,174897,62364,13655,56794
"201811","10","4",3571,183938,59105,14342,60788
"201811","2","3",7034,293986,81097,22738,75384
"201811","27","2",47021,1438430,551303,103545,619729
"201811","1","1",54971,2273609,402152,159248,732616
"201811","30","10",5725,137748,176611,7810,20543
"201811","34","22",7008,293992,71212,22728,49355
"201811","6","21",0,14602,0,565,481
"201811","33","20",1361,43975,55273,2183,3267
"201811","29","19",6872,97863,215024,9077,46319
"201811","28","18",5041,188069,121090,12841,50538
"201811","32","17",157,24524,1370,1691,2426
"201811","7","16",684,30608,4681,815,3842
"201811","31","15",0,0,0,0,4
"201812","1","1",54289,2276033,402617,163172,733926
"201812","34","22",6958,294493,71357,23141,49584
"201812","2","3",6983,294487,81243,23152,75613
"201812","10","4",3603,183721,59205,14621,60932
"201812","9","5",4823,174616,62591,13918,56935
"201812","3","6",0,210524,0,19587,63699
"201812","4","9",5765,137772,176674,7868,16134
"201812","6","21",0,14662,0,565,484
"201812","33","20",1367,43944,55322,2234,3275
"201812","29","19",6908,97710,215284,9210,46415
"201812","28","18",5066,187919,121271,13052,50645
"201812","32","17",153,24519,1373,1758,2436
"201812","7","16",712,30483,4699,852,3842
"201812","31","15",0,0,0,0,4
"201812","30","10",5767,137727,176795,7976,20595
"201812","27","2",46529,1438019,552289,106171,620495
"201901","4","9",5729,137882,176898,7988,16189
"201901","34","22",6960,295344,71560,23419,49812
"201901","9","5",4913,174425,62805,14089,57068
"201901","10","4",3599,183693,59339,14803,61071
"201901","2","3",6988,295337,81440,23431,75841
"201901","27","2",46313,1438234,553759,108301,621270
"201901","1","1",54183,2280466,403408,166112,735276
"201901","30","10",5731,137831,177021,8095,20656
"201901","31","15",0,0,0,0,4
"201901","7","16",653,30451,4729,868,3842
"201901","32","17",156,24562,1376,1784,2448
"201901","28","18",5111,187853,121439,13241,50751
"201901","29","19",6979,97596,215549,9319,46515
"201901","33","20",1367,43932,55401,2274,3286
"201901","6","21",0,14716,0,578,488
"201901","3","6",0,210283,0,19946,63869
"201902","4","9",5917,137772,176979,8198,16248
"201902","3","6",0,209845,0,20503,64005
"201902","9","5",5053,174053,62961,14411,57185
"201902","10","4",3755,183401,59393,15141,61190
"201902","2","3",7130,295737,81494,23773,76062
"201902","27","2",47054,1437353,554585,111003,622001
"201902","1","1",55429,2281284,403724,170145,736550
"201902","30","10",5918,137720,177104,8302,20719
"201902","34","22",7101,295743,71616,23762,50034
"201902","6","21",0,14773,0,590,493
"201902","33","20",1409,43882,55427,2348,3297
"201902","29","19",7113,97390,215736,9507,46602
"201902","28","18",5192,187627,121557,13562,50845
"201902","32","17",182,24536,1374,1858,2458
"201902","7","16",649,30355,4718,900,3842
"201902","31","15",0,0,0,0,4
"201903","1","1",55506,2284390,404627,173967,738047
"201903","34","22",7123,296521,71777,24092,50310
"201903","2","3",7152,296515,81654,24103,76338
"201903","10","4",3924,183198,59505,15464,61311
"201903","9","5",5196,173773,63187,14716,57302
"201903","3","6",0,209425,0,21027,64144
"201903","4","9",6075,137750,177204,8413,16291
"201903","6","21",0,14811,0,588,503
"201903","33","20",1429,43836,55517,2420,3311
"201903","29","19",7254,97204,216081,9674,46705
"201903","28","18",5336,187420,121757,13874,50962
"201903","32","17",207,24554,1380,1918,2462
"201903","7","16",675,30290,4711,919,3842
"201903","31","15",1,0,0,0,4
"201903","30","10",6075,137699,177328,8514,20764
"201903","27","2",46856,1436923,556113,113637,622771
"201904","1","1",55294,2288114,405412,176597,739324
"201904","27","2",46730,1437294,557432,115434,623460
"201904","2","3",7210,297239,81804,24364,76594
"201904","10","4",3983,183041,59650,15712,61422
"201904","9","5",5205,173576,63416,14960,57405
"201904","3","6",0,209161,0,21404,64257
"201904","4","9",6155,137728,177440,8592,16336
"201904","30","10",6158,137672,177564,8692,20813
"201904","31","15",1,0,0,0,4
"201904","7","16",725,30302,4720,935,3842
"201904","32","17",211,24595,1387,1952,2469
"201904","28","18",5391,187287,121966,14120,51045
"201904","29","19",7312,97079,216385,9818,46777
"201904","33","20",1394,43826,55615,2470,3321
"201904","6","21",0,14838,0,600,504
"201904","34","22",7178,297245,71929,24353,50567
"201905","1","1",55075,2293111,406300,178650,740761
"201905","27","2",46429,1438284,559012,116806,624273
"201905","2","3",7344,298194,81928,24457,76899
"201905","10","4",3994,182944,59833,15889,61554
"201905","9","5",5247,173357,63682,15127,57530
"201905","3","6",0,209100,0,21707,64408
"201905","4","9",6178,137748,177693,8730,16385
"201905","30","10",6181,137689,177817,8833,20862
"201905","31","15",1,0,0,0,4
