PDS,PSG,DRI,T_TFC_ACC,DATE,SOA_FATAL,SOA_SERIOUS,SOA_SLIGHT,VCT_VEHICLE,VCT_PDS,VCT_OBJ,VCT_NONCOL,NO_ISSUE_WARN_8_14PT,NO_ISSUE_SINCE_1984,NO_SUMMON_15PT_MORE,NO_SUMMON_SINCE_1984,NO_DRI_INCUR_PT_5YR,NO_VALID_LIC_TYPE1,NO_VALID_LIC_TYPE2,NO_VALID_LIC_TYPE3,NO_VALID_LIC_TYPE4,NO_NOVER_3YR_EXP_LIC_TYPE1,NO_NOVER_3YR_EXP_LIC_TYPE2,NO_NOVER_3YR_EXP_LIC_TYPE3,NO_OVER_3YR_EXP_LIC_TYPE1,NO_OVER_3YR_EXP_LIC_TYPE2,NO_OVER_3YR_EXP_LIC_TYPE3,VEHICLE_CLASS_CODE,CODE,NO_VALID_LEARNER,NO_VALID_FULL_LIC,NO_EXP_LEARNER,NO_EXP_NOVER_3YR,NO_EXP_OVER_3YR,ACCIDENT_RATE
264,527,743,1239,2014-03-01,7,203,1029,522,238,97,382,4576,1151366,206,105412,514945,2026814.0,1476.0,44126.0,98204.0,62161.0,379.0,106962.0,678068.0,4398.0,64766.0,4,9,5570.0,134055,163238.0,1689,13644,0.11407342657342658
264,527,743,1239,2014-03-01,7,203,1029,522,238,97,382,4576,1151366,206,105412,514945,2026814.0,1476.0,44126.0,98204.0,62161.0,379.0,106962.0,678068.0,4398.0,64766.0,7,16,743.0,30929,4206.0,52,3816,0.11407342657342658
264,527,743,1239,2014-03-01,7,203,1029,522,238,97,382,4576,1151366,206,105412,514945,2026814.0,1476.0,44126.0,98204.0,62161.0,379.0,106962.0,678068.0,4398.0,64766.0,29,19,7036.0,102394,197900.0,3474,41387,0.11407342657342658
264,527,743,1239,2014-03-01,7,203,1029,522,238,97,382,4576,1151366,206,105412,514945,2026814.0,1476.0,44126.0,98204.0,62161.0,379.0,106962.0,678068.0,4398.0,64766.0,33,20,1484.0,43798,51616.0,385,2744,0.11407342657342658
264,527,743,1239,2014-03-01,7,203,1029,522,238,97,382,4576,1151366,206,105412,514945,2026814.0,1476.0,44126.0,98204.0,62161.0,379.0,106962.0,678068.0,4398.0,64766.0,1,1,65557.0,2012370,363135.0,61272,669477,0.11407342657342658
264,527,743,1239,2014-03-01,7,203,1029,522,238,97,382,4576,1151366,206,105412,514945,2026814.0,1476.0,44126.0,98204.0,62161.0,379.0,106962.0,678068.0,4398.0,64766.0,28,18,4609.0,189864,111015.0,3858,45206,0.11407342657342658
264,527,743,1239,2014-03-01,7,203,1029,522,238,97,382,4576,1151366,206,105412,514945,2026814.0,1476.0,44126.0,98204.0,62161.0,379.0,106962.0,678068.0,4398.0,64766.0,34,22,4890.0,254639,64065.0,7325,39839,0.11407342657342658
285,492,843,1322,2014-04-01,7,209,1106,546,266,83,427,4116,1155482,210,105622,515083,2031918.0,1473.0,45210.0,98313.0,61599.0,376.0,107300.0,679320.0,4401.0,67151.0,28,18,4691.0,190045,111167.0,3841,45303,0.1326530612244898
285,492,843,1322,2014-04-01,7,209,1106,546,266,83,427,4116,1155482,210,105622,515083,2031918.0,1473.0,45210.0,98313.0,61599.0,376.0,107300.0,679320.0,4401.0,67151.0,31,15,0.0,0,0.0,0,4,0.1326530612244898
285,492,843,1322,2014-04-01,7,209,1106,546,266,83,427,4116,1155482,210,105622,515083,2031918.0,1473.0,45210.0,98313.0,61599.0,376.0,107300.0,679320.0,4401.0,67151.0,33,20,1476.0,43847,51685.0,384,2758,0.1326530612244898
285,492,843,1322,2014-04-01,7,209,1106,546,266,83,427,4116,1155482,210,105622,515083,2031918.0,1473.0,45210.0,98313.0,61599.0,376.0,107300.0,679320.0,4401.0,67151.0,6,21,0.0,11806,0.0,70,392,0.1326530612244898
285,492,843,1322,2014-04-01,7,209,1106,546,266,83,427,4116,1155482,210,105622,515083,2031918.0,1473.0,45210.0,98313.0,61599.0,376.0,107300.0,679320.0,4401.0,67151.0,9,5,3298.0,182664,51956.0,4426,50671,0.1326530612244898
285,492,843,1322,2014-04-01,7,209,1106,546,266,83,427,4116,1155482,210,105622,515083,2031918.0,1473.0,45210.0,98313.0,61599.0,376.0,107300.0,679320.0,4401.0,67151.0,27,2,54238.0,1374836,484675.0,39681,581417,0.1326530612244898
285,492,843,1322,2014-04-01,7,209,1106,546,266,83,427,4116,1155482,210,105622,515083,2031918.0,1473.0,45210.0,98313.0,61599.0,376.0,107300.0,679320.0,4401.0,67151.0,10,4,3292.0,187694,51646.0,4617,54419,0.1326530612244898
285,492,843,1322,2014-04-01,7,209,1106,546,266,83,427,4116,1155482,210,105622,515083,2031918.0,1473.0,45210.0,98313.0,61599.0,376.0,107300.0,679320.0,4401.0,67151.0,2,3,4990.0,255403,74053.0,7392,66065,0.1326530612244898
285,492,843,1322,2014-04-01,7,209,1106,546,266,83,427,4116,1155482,210,105622,515083,2031918.0,1473.0,45210.0,98313.0,61599.0,376.0,107300.0,679320.0,4401.0,67151.0,30,10,5643.0,134359,163610.0,1925,17843,0.1326530612244898
285,492,843,1322,2014-04-01,7,209,1106,546,266,83,427,4116,1155482,210,105622,515083,2031918.0,1473.0,45210.0,98313.0,61599.0,376.0,107300.0,679320.0,4401.0,67151.0,29,19,7098.0,102425,198221.0,3463,41478,0.1326530612244898
285,492,843,1322,2014-04-01,7,209,1106,546,266,83,427,4116,1155482,210,105622,515083,2031918.0,1473.0,45210.0,98313.0,61599.0,376.0,107300.0,679320.0,4401.0,67151.0,7,16,789.0,30986,4201.0,54,3817,0.1326530612244898
285,492,843,1322,2014-04-01,7,209,1106,546,266,83,427,4116,1155482,210,105622,515083,2031918.0,1473.0,45210.0,98313.0,61599.0,376.0,107300.0,679320.0,4401.0,67151.0,4,9,5643.0,134223,163477.0,1696,13680,0.1326530612244898
285,492,843,1322,2014-04-01,7,209,1106,546,266,83,427,4116,1155482,210,105622,515083,2031918.0,1473.0,45210.0,98313.0,61599.0,376.0,107300.0,679320.0,4401.0,67151.0,1,1,65478.0,2017482,364013.0,60708,670718,0.1326530612244898
285,492,843,1322,2014-04-01,7,209,1106,546,266,83,427,4116,1155482,210,105622,515083,2031918.0,1473.0,45210.0,98313.0,61599.0,376.0,107300.0,679320.0,4401.0,67151.0,34,22,4958.0,255397,64145.0,7390,39969,0.1326530612244898
285,492,843,1322,2014-04-01,7,209,1106,546,266,83,427,4116,1155482,210,105622,515083,2031918.0,1473.0,45210.0,98313.0,61599.0,376.0,107300.0,679320.0,4401.0,67151.0,3,6,0.0,217069,0.0,4910,57030,0.1326530612244898
285,492,843,1322,2014-04-01,7,209,1106,546,266,83,427,4116,1155482,210,105622,515083,2031918.0,1473.0,45210.0,98313.0,61599.0,376.0,107300.0,679320.0,4401.0,67151.0,32,17,97.0,22254,1094.0,208,2105,0.1326530612244898
316,601,818,1345,2014-05-01,4,202,1139,584,299,88,374,3685,1159167,187,105809,515888,2037360.0,1465.0,45802.0,98027.0,60800.0,379.0,107388.0,680834.0,4408.0,70098.0,30,10,5649.0,134533,163884.0,1927,17892,0.15848032564450476
316,601,818,1345,2014-05-01,4,202,1139,584,299,88,374,3685,1159167,187,105809,515888,2037360.0,1465.0,45802.0,98027.0,60800.0,379.0,107388.0,680834.0,4408.0,70098.0,3,6,0.0,217213,0.0,4851,57181,0.15848032564450476
316,601,818,1345,2014-05-01,4,202,1139,584,299,88,374,3685,1159167,187,105809,515888,2037360.0,1465.0,45802.0,98027.0,60800.0,379.0,107388.0,680834.0,4408.0,70098.0,6,21,0.0,11877,0.0,70,394,0.15848032564450476
316,601,818,1345,2014-05-01,4,202,1139,584,299,88,374,3685,1159167,187,105809,515888,2037360.0,1465.0,45802.0,98027.0,60800.0,379.0,107388.0,680834.0,4408.0,70098.0,1,1,65806.0,2022917,365218.0,59913,672209,0.15848032564450476
316,601,818,1345,2014-05-01,4,202,1139,584,299,88,374,3685,1159167,187,105809,515888,2037360.0,1465.0,45802.0,98027.0,60800.0,379.0,107388.0,680834.0,4408.0,70098.0,32,17,101.0,22308,1100.0,208,2110,0.15848032564450476
316,601,818,1345,2014-05-01,4,202,1139,584,299,88,374,3685,1159167,187,105809,515888,2037360.0,1465.0,45802.0,98027.0,60800.0,379.0,107388.0,680834.0,4408.0,70098.0,27,2,54398.0,1377063,486361.0,39079,582388,0.15848032564450476
316,601,818,1345,2014-05-01,4,202,1139,584,299,88,374,3685,1159167,187,105809,515888,2037360.0,1465.0,45802.0,98027.0,60800.0,379.0,107388.0,680834.0,4408.0,70098.0,10,4,3300.0,187802,51789.0,4615,54541,0.15848032564450476
316,601,818,1345,2014-05-01,4,202,1139,584,299,88,374,3685,1159167,187,105809,515888,2037360.0,1465.0,45802.0,98027.0,60800.0,379.0,107388.0,680834.0,4408.0,70098.0,4,9,5649.0,134409,163751.0,1692,13723,0.15848032564450476
316,601,818,1345,2014-05-01,4,202,1139,584,299,88,374,3685,1159167,187,105809,515888,2037360.0,1465.0,45802.0,98027.0,60800.0,379.0,107388.0,680834.0,4408.0,70098.0,9,5,3304.0,182779,52099.0,4429,50785,0.15848032564450476
316,601,818,1345,2014-05-01,4,202,1139,584,299,88,374,3685,1159167,187,105809,515888,2037360.0,1465.0,45802.0,98027.0,60800.0,379.0,107388.0,680834.0,4408.0,70098.0,2,3,5097.0,256139,74158.0,7457,66244,0.15848032564450476
316,601,818,1345,2014-05-01,4,202,1139,584,299,88,374,3685,1159167,187,105809,515888,2037360.0,1465.0,45802.0,98027.0,60800.0,379.0,107388.0,680834.0,4408.0,70098.0,28,18,4676.0,190204,111384.0,3843,45404,0.15848032564450476
316,601,818,1345,2014-05-01,4,202,1139,584,299,88,374,3685,1159167,187,105809,515888,2037360.0,1465.0,45802.0,98027.0,60800.0,379.0,107388.0,680834.0,4408.0,70098.0,33,20,1485.0,43896,51761.0,387,2769,0.15848032564450476
316,601,818,1345,2014-05-01,4,202,1139,584,299,88,374,3685,1159167,187,105809,515888,2037360.0,1465.0,45802.0,98027.0,60800.0,379.0,107388.0,680834.0,4408.0,70098.0,7,16,754.0,31018,4235.0,47,3820,0.15848032564450476
316,601,818,1345,2014-05-01,4,202,1139,584,299,88,374,3685,1159167,187,105809,515888,2037360.0,1465.0,45802.0,98027.0,60800.0,379.0,107388.0,680834.0,4408.0,70098.0,34,22,5065.0,256133,64250.0,7455,40150,0.15848032564450476
316,601,818,1345,2014-05-01,4,202,1139,584,299,88,374,3685,1159167,187,105809,515888,2037360.0,1465.0,45802.0,98027.0,60800.0,379.0,107388.0,680834.0,4408.0,70098.0,29,19,7075.0,102464,198573.0,3470,41570,0.15848032564450476
316,601,818,1345,2014-05-01,4,202,1139,584,299,88,374,3685,1159167,187,105809,515888,2037360.0,1465.0,45802.0,98027.0,60800.0,379.0,107388.0,680834.0,4408.0,70098.0,31,15,0.0,0,0.0,0,4,0.15848032564450476
300,536,857,1353,2014-06-01,9,245,1099,596,281,70,406,3581,1162748,166,105975,516831,2042920.0,1463.0,46541.0,98781.0,60549.0,376.0,107694.0,682117.0,4415.0,72808.0,27,2,54999.0,1379397,487749.0,38732,583221,0.16643395699525274
300,536,857,1353,2014-06-01,9,245,1099,596,281,70,406,3581,1162748,166,105975,516831,2042920.0,1463.0,46541.0,98781.0,60549.0,376.0,107694.0,682117.0,4415.0,72808.0,33,20,1527.0,43968,51808.0,383,2777,0.16643395699525274
300,536,857,1353,2014-06-01,9,245,1099,596,281,70,406,3581,1162748,166,105975,516831,2042920.0,1463.0,46541.0,98781.0,60549.0,376.0,107694.0,682117.0,4415.0,72808.0,32,17,117.0,22378,1100.0,207,2114,0.16643395699525274
300,536,857,1353,2014-06-01,9,245,1099,596,281,70,406,3581,1162748,166,105975,516831,2042920.0,1463.0,46541.0,98781.0,60549.0,376.0,107694.0,682117.0,4415.0,72808.0,1,1,66830.0,2028476,366046.0,59636,673482,0.16643395699525274
300,536,857,1353,2014-06-01,9,245,1099,596,281,70,406,3581,1162748,166,105975,516831,2042920.0,1463.0,46541.0,98781.0,60549.0,376.0,107694.0,682117.0,4415.0,72808.0,6,21,0.0,11938,0.0,73,394,0.16643395699525274
300,536,857,1353,2014-06-01,9,245,1099,596,281,70,406,3581,1162748,166,105975,516831,2042920.0,1463.0,46541.0,98781.0,60549.0,376.0,107694.0,682117.0,4415.0,72808.0,28,18,4789.0,190368,111527.0,3836,45492,0.16643395699525274
300,536,857,1353,2014-06-01,9,245,1099,596,281,70,406,3581,1162748,166,105975,516831,2042920.0,1463.0,46541.0,98781.0,60549.0,376.0,107694.0,682117.0,4415.0,72808.0,34,22,5050.0,256879,64334.0,7541,40301,0.16643395699525274
300,536,857,1353,2014-06-01,9,245,1099,596,281,70,406,3581,1162748,166,105975,516831,2042920.0,1463.0,46541.0,98781.0,60549.0,376.0,107694.0,682117.0,4415.0,72808.0,2,3,5082.0,256885,74242.0,7543,66394,0.16643395699525274
300,536,857,1353,2014-06-01,9,245,1099,596,281,70,406,3581,1162748,166,105975,516831,2042920.0,1463.0,46541.0,98781.0,60549.0,376.0,107694.0,682117.0,4415.0,72808.0,29,19,7206.0,102521,198807.0,3462,41654,0.16643395699525274
300,536,857,1353,2014-06-01,9,245,1099,596,281,70,406,3581,1162748,166,105975,516831,2042920.0,1463.0,46541.0,98781.0,60549.0,376.0,107694.0,682117.0,4415.0,72808.0,10,4,3405.0,187954,51871.0,4606,54656,0.16643395699525274
300,536,857,1353,2014-06-01,9,245,1099,596,281,70,406,3581,1162748,166,105975,516831,2042920.0,1463.0,46541.0,98781.0,60549.0,376.0,107694.0,682117.0,4415.0,72808.0,4,9,5814.0,134622,163882.0,1687,13762,0.16643395699525274
300,536,857,1353,2014-06-01,9,245,1099,596,281,70,406,3581,1162748,166,105975,516831,2042920.0,1463.0,46541.0,98781.0,60549.0,376.0,107694.0,682117.0,4415.0,72808.0,31,15,0.0,0,0.0,0,4,0.16643395699525274
300,536,857,1353,2014-06-01,9,245,1099,596,281,70,406,3581,1162748,166,105975,516831,2042920.0,1463.0,46541.0,98781.0,60549.0,376.0,107694.0,682117.0,4415.0,72808.0,3,6,0.0,217322,0.0,4805,57321,0.16643395699525274
300,536,857,1353,2014-06-01,9,245,1099,596,281,70,406,3581,1162748,166,105975,516831,2042920.0,1463.0,46541.0,98781.0,60549.0,376.0,107694.0,682117.0,4415.0,72808.0,30,10,5814.0,134742,164015.0,1919,17938,0.16643395699525274
300,536,857,1353,2014-06-01,9,245,1099,596,281,70,406,3581,1162748,166,105975,516831,2042920.0,1463.0,46541.0,98781.0,60549.0,376.0,107694.0,682117.0,4415.0,72808.0,9,5,3409.0,182934,52181.0,4422,50895,0.16643395699525274
300,536,857,1353,2014-06-01,9,245,1099,596,281,70,406,3581,1162748,166,105975,516831,2042920.0,1463.0,46541.0,98781.0,60549.0,376.0,107694.0,682117.0,4415.0,72808.0,7,16,738.0,31094,4250.0,47,3822,0.16643395699525274
286,563,900,1383,2014-07-01,4,199,1180,616,267,77,423,4497,1167245,221,106196,517713,2049177.0,1474.0,47036.0,99414.0,60354.0,372.0,108735.0,683317.0,4418.0,75295.0,33,20,1554.0,43999,51893.0,388,2784,0.13698020902824104
286,563,900,1383,2014-07-01,4,199,1180,616,267,77,423,4497,1167245,221,106196,517713,2049177.0,1474.0,47036.0,99414.0,60354.0,372.0,108735.0,683317.0,4418.0,75295.0,28,18,4824.0,190540,111702.0,3846,45579,0.13698020902824104
286,563,900,1383,2014-07-01,4,199,1180,616,267,77,423,4497,1167245,221,106196,517713,2049177.0,1474.0,47036.0,99414.0,60354.0,372.0,108735.0,683317.0,4418.0,75295.0,6,21,0.0,12012,0.0,74,397,0.13698020902824104
286,563,900,1383,2014-07-01,4,199,1180,616,267,77,423,4497,1167245,221,106196,517713,2049177.0,1474.0,47036.0,99414.0,60354.0,372.0,108735.0,683317.0,4418.0,75295.0,32,17,122.0,22452,1105.0,211,2117,0.13698020902824104
286,563,900,1383,2014-07-01,4,199,1180,616,267,77,423,4497,1167245,221,106196,517713,2049177.0,1474.0,47036.0,99414.0,60354.0,372.0,108735.0,683317.0,4418.0,75295.0,30,10,5851.0,134928,164275.0,1930,17977,0.13698020902824104
286,563,900,1383,2014-07-01,4,199,1180,616,267,77,423,4497,1167245,221,106196,517713,2049177.0,1474.0,47036.0,99414.0,60354.0,372.0,108735.0,683317.0,4418.0,75295.0,29,19,7252.0,102543,199132.0,3472,41731,0.13698020902824104
286,563,900,1383,2014-07-01,4,199,1180,616,267,77,423,4497,1167245,221,106196,517713,2049177.0,1474.0,47036.0,99414.0,60354.0,372.0,108735.0,683317.0,4418.0,75295.0,34,22,5080.0,257726,64508.0,7662,40437,0.13698020902824104
286,563,900,1383,2014-07-01,4,199,1180,616,267,77,423,4497,1167245,221,106196,517713,2049177.0,1474.0,47036.0,99414.0,60354.0,372.0,108735.0,683317.0,4418.0,75295.0,9,5,3451.0,183052,52335.0,4445,50992,0.13698020902824104
286,563,900,1383,2014-07-01,4,199,1180,616,267,77,423,4497,1167245,221,106196,517713,2049177.0,1474.0,47036.0,99414.0,60354.0,372.0,108735.0,683317.0,4418.0,75295.0,4,9,5851.0,134818,164142.0,1698,13791,0.13698020902824104
286,563,900,1383,2014-07-01,4,199,1180,616,267,77,423,4497,1167245,221,106196,517713,2049177.0,1474.0,47036.0,99414.0,60354.0,372.0,108735.0,683317.0,4418.0,75295.0,31,15,0.0,0,0.0,0,4,0.13698020902824104
286,563,900,1383,2014-07-01,4,199,1180,616,267,77,423,4497,1167245,221,106196,517713,2049177.0,1474.0,47036.0,99414.0,60354.0,372.0,108735.0,683317.0,4418.0,75295.0,2,3,5110.0,257732,74416.0,7664,66529,0.13698020902824104
286,563,900,1383,2014-07-01,4,199,1180,616,267,77,423,4497,1167245,221,106196,517713,2049177.0,1474.0,47036.0,99414.0,60354.0,372.0,108735.0,683317.0,4418.0,75295.0,3,6,0.0,217395,0.0,4822,57422,0.13698020902824104
286,563,900,1383,2014-07-01,4,199,1180,616,267,77,423,4497,1167245,221,106196,517713,2049177.0,1474.0,47036.0,99414.0,60354.0,372.0,108735.0,683317.0,4418.0,75295.0,10,4,3444.0,188067,52026.0,4628,54759,0.13698020902824104
286,563,900,1383,2014-07-01,4,199,1180,616,267,77,423,4497,1167245,221,106196,517713,2049177.0,1474.0,47036.0,99414.0,60354.0,372.0,108735.0,683317.0,4418.0,75295.0,7,16,756.0,31147,4251.0,48,3823,0.13698020902824104
286,563,900,1383,2014-07-01,4,199,1180,616,267,77,423,4497,1167245,221,106196,517713,2049177.0,1474.0,47036.0,99414.0,60354.0,372.0,108735.0,683317.0,4418.0,75295.0,27,2,55921.0,1381908,489293.0,38485,583977,0.13698020902824104
286,563,900,1383,2014-07-01,4,199,1180,616,267,77,423,4497,1167245,221,106196,517713,2049177.0,1474.0,47036.0,99414.0,60354.0,372.0,108735.0,683317.0,4418.0,75295.0,1,1,68015.0,2034726,367081.0,59429,674675,0.13698020902824104
279,588,887,1366,2014-08-01,13,231,1122,621,252,72,421,3552,1170797,168,106364,518744,2054984.0,1461.0,47712.0,100438.0,60304.0,380.0,109012.0,684655.0,4422.0,78190.0,10,4,3551.0,188162,52097.0,4679,54857,0.17483108108108109
279,588,887,1366,2014-08-01,13,231,1122,621,252,72,421,3552,1170797,168,106364,518744,2054984.0,1461.0,47712.0,100438.0,60304.0,380.0,109012.0,684655.0,4422.0,78190.0,34,22,5170.0,258659,64537.0,7696,40600,0.17483108108108109
279,588,887,1366,2014-08-01,13,231,1122,621,252,72,421,3552,1170797,168,106364,518744,2054984.0,1461.0,47712.0,100438.0,60304.0,380.0,109012.0,684655.0,4422.0,78190.0,30,10,6001.0,135112,164430.0,1957,18015,0.17483108108108109
279,588,887,1366,2014-08-01,13,231,1122,621,252,72,421,3552,1170797,168,106364,518744,2054984.0,1461.0,47712.0,100438.0,60304.0,380.0,109012.0,684655.0,4422.0,78190.0,3,6,0.0,217477,0.0,4839,57547,0.17483108108108109
279,588,887,1366,2014-08-01,13,231,1122,621,252,72,421,3552,1170797,168,106364,518744,2054984.0,1461.0,47712.0,100438.0,60304.0,380.0,109012.0,684655.0,4422.0,78190.0,32,17,115.0,22525,1108.0,222,2118,0.17483108108108109
279,588,887,1366,2014-08-01,13,231,1122,621,252,72,421,3552,1170797,168,106364,518744,2054984.0,1461.0,47712.0,100438.0,60304.0,380.0,109012.0,684655.0,4422.0,78190.0,2,3,5201.0,258665,74444.0,7698,66689,0.17483108108108109
279,588,887,1366,2014-08-01,13,231,1122,621,252,72,421,3552,1170797,168,106364,518744,2054984.0,1461.0,47712.0,100438.0,60304.0,380.0,109012.0,684655.0,4422.0,78190.0,33,20,1615.0,44052,51929.0,390,2790,0.17483108108108109
279,588,887,1366,2014-08-01,13,231,1122,621,252,72,421,3552,1170797,168,106364,518744,2054984.0,1461.0,47712.0,100438.0,60304.0,380.0,109012.0,684655.0,4422.0,78190.0,9,5,3562.0,183155,52406.0,4491,51088,0.17483108108108109
279,588,887,1366,2014-08-01,13,231,1122,621,252,72,421,3552,1170797,168,106364,518744,2054984.0,1461.0,47712.0,100438.0,60304.0,380.0,109012.0,684655.0,4422.0,78190.0,4,9,6000.0,135004,164297.0,1729,13823,0.17483108108108109
279,588,887,1366,2014-08-01,13,231,1122,621,252,72,421,3552,1170797,168,106364,518744,2054984.0,1461.0,47712.0,100438.0,60304.0,380.0,109012.0,684655.0,4422.0,78190.0,27,2,56668.0,1384165,490536.0,38372,584815,0.17483108108108109
279,588,887,1366,2014-08-01,13,231,1122,621,252,72,421,3552,1170797,168,106364,518744,2054984.0,1461.0,47712.0,100438.0,60304.0,380.0,109012.0,684655.0,4422.0,78190.0,1,1,68863.0,2040504,367802.0,59364,676002,0.17483108108108109
279,588,887,1366,2014-08-01,13,231,1122,621,252,72,421,3552,1170797,168,106364,518744,2054984.0,1461.0,47712.0,100438.0,60304.0,380.0,109012.0,684655.0,4422.0,78190.0,29,19,7412.0,102568,199343.0,3489,41811,0.17483108108108109
279,588,887,1366,2014-08-01,13,231,1122,621,252,72,421,3552,1170797,168,106364,518744,2054984.0,1461.0,47712.0,100438.0,60304.0,380.0,109012.0,684655.0,4422.0,78190.0,31,15,0.0,0,0.0,0,4,0.17483108108108109
279,588,887,1366,2014-08-01,13,231,1122,621,252,72,421,3552,1170797,168,106364,518744,2054984.0,1461.0,47712.0,100438.0,60304.0,380.0,109012.0,684655.0,4422.0,78190.0,6,21,0.0,12072,0.0,71,399,0.17483108108108109
279,588,887,1366,2014-08-01,13,231,1122,621,252,72,421,3552,1170797,168,106364,518744,2054984.0,1461.0,47712.0,100438.0,60304.0,380.0,109012.0,684655.0,4422.0,78190.0,28,18,4947.0,190682,111830.0,3859,45664,0.17483108108108109
279,588,887,1366,2014-08-01,13,231,1122,621,252,72,421,3552,1170797,168,106364,518744,2054984.0,1461.0,47712.0,100438.0,60304.0,380.0,109012.0,684655.0,4422.0,78190.0,7,16,759.0,31203,4268.0,49,3823,0.17483108108108109
327,581,781,1287,2014-09-01,11,190,1086,535,283,75,394,3919,1174716,185,106549,518706,2061712.0,1460.0,48258.0,101204.0,59928.0,383.0,109210.0,685834.0,4427.0,81092.0,28,18,5038.0,190818,111976.0,3869,45745,0.13651441694309774
327,581,781,1287,2014-09-01,11,190,1086,535,283,75,394,3919,1174716,185,106549,518706,2061712.0,1460.0,48258.0,101204.0,59928.0,383.0,109210.0,685834.0,4427.0,81092.0,7,16,758.0,31262,4267.0,45,3823,0.13651441694309774
327,581,781,1287,2014-09-01,11,190,1086,535,283,75,394,3919,1174716,185,106549,518706,2061712.0,1460.0,48258.0,101204.0,59928.0,383.0,109210.0,685834.0,4427.0,81092.0,27,2,57432.0,1386651,491709.0,38019,585595,0.13651441694309774
327,581,781,1287,2014-09-01,11,190,1086,535,283,75,394,3919,1174716,185,106549,518706,2061712.0,1460.0,48258.0,101204.0,59928.0,383.0,109210.0,685834.0,4427.0,81092.0,2,3,5292.0,259732,74523.0,7674,66857,0.13651441694309774
327,581,781,1287,2014-09-01,11,190,1086,535,283,75,394,3919,1174716,185,106549,518706,2061712.0,1460.0,48258.0,101204.0,59928.0,383.0,109210.0,685834.0,4427.0,81092.0,1,1,69597.0,2047175,368548.0,59004,677172,0.13651441694309774
327,581,781,1287,2014-09-01,11,190,1086,535,283,75,394,3919,1174716,185,106549,518706,2061712.0,1460.0,48258.0,101204.0,59928.0,383.0,109210.0,685834.0,4427.0,81092.0,3,6,0.0,217594,0.0,4871,57635,0.13651441694309774
327,581,781,1287,2014-09-01,11,190,1086,535,283,75,394,3919,1174716,185,106549,518706,2061712.0,1460.0,48258.0,101204.0,59928.0,383.0,109210.0,685834.0,4427.0,81092.0,31,15,0.0,0,0.0,0,4,0.13651441694309774
327,581,781,1287,2014-09-01,11,190,1086,535,283,75,394,3919,1174716,185,106549,518706,2061712.0,1460.0,48258.0,101204.0,59928.0,383.0,109210.0,685834.0,4427.0,81092.0,6,21,0.0,12119,0.0,68,402,0.13651441694309774
327,581,781,1287,2014-09-01,11,190,1086,535,283,75,394,3919,1174716,185,106549,518706,2061712.0,1460.0,48258.0,101204.0,59928.0,383.0,109210.0,685834.0,4427.0,81092.0,10,4,3638.0,188263,52172.0,4696,54964,0.13651441694309774
327,581,781,1287,2014-09-01,11,190,1086,535,283,75,394,3919,1174716,185,106549,518706,2061712.0,1460.0,48258.0,101204.0,59928.0,383.0,109210.0,685834.0,4427.0,81092.0,30,10,6121.0,135286,164595.0,1956,18060,0.13651441694309774
327,581,781,1287,2014-09-01,11,190,1086,535,283,75,394,3919,1174716,185,106549,518706,2061712.0,1460.0,48258.0,101204.0,59928.0,383.0,109210.0,685834.0,4427.0,81092.0,4,9,6120.0,135181,164462.0,1738,13855,0.13651441694309774
327,581,781,1287,2014-09-01,11,190,1086,535,283,75,394,3919,1174716,185,106549,518706,2061712.0,1460.0,48258.0,101204.0,59928.0,383.0,109210.0,685834.0,4427.0,81092.0,9,5,3649.0,183260,52480.0,4517,51182,0.13651441694309774
327,581,781,1287,2014-09-01,11,190,1086,535,283,75,394,3919,1174716,185,106549,518706,2061712.0,1460.0,48258.0,101204.0,59928.0,383.0,109210.0,685834.0,4427.0,81092.0,32,17,128.0,22595,1106.0,221,2122,0.13651441694309774
327,581,781,1287,2014-09-01,11,190,1086,535,283,75,394,3919,1174716,185,106549,518706,2061712.0,1460.0,48258.0,101204.0,59928.0,383.0,109210.0,685834.0,4427.0,81092.0,33,20,1619.0,44099,51988.0,389,2796,0.13651441694309774
327,581,781,1287,2014-09-01,11,190,1086,535,283,75,394,3919,1174716,185,106549,518706,2061712.0,1460.0,48258.0,101204.0,59928.0,383.0,109210.0,685834.0,4427.0,81092.0,29,19,7527.0,102570,199596.0,3513,41879,0.13651441694309774
327,581,781,1287,2014-09-01,11,190,1086,535,283,75,394,3919,1174716,185,106549,518706,2061712.0,1460.0,48258.0,101204.0,59928.0,383.0,109210.0,685834.0,4427.0,81092.0,34,22,5258.0,259726,64620.0,7672,40772,0.13651441694309774
339,504,817,1346,2014-10-01,13,224,1109,555,309,59,423,3652,1178368,200,106749,519339,2068720.0,1464.0,48356.0,100517.0,59625.0,377.0,110326.0,687023.0,4427.0,83432.0,31,15,0.0,0,0.0,0,4,0.15197152245345016
339,504,817,1346,2014-10-01,13,224,1109,555,309,59,423,3652,1178368,200,106749,519339,2068720.0,1464.0,48356.0,100517.0,59625.0,377.0,110326.0,687023.0,4427.0,83432.0,33,20,1650.0,44145,52031.0,390,2807,0.15197152245345016
339,504,817,1346,2014-10-01,13,224,1109,555,309,59,423,3652,1178368,200,106749,519339,2068720.0,1464.0,48356.0,100517.0,59625.0,377.0,110326.0,687023.0,4427.0,83432.0,29,19,7536.0,102563,199924.0,3530,41972,0.15197152245345016
